,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,source,genres,theme,demographic,duration,rating,popularity,url
5729,5729,6080,HenSemi (TV),6.52,15850,TV,13,Finished Airing,"Apr 8, 2011 to Jul 1, 2011",Spring 2011,Unknown,"None found, add some","None found, add some",Xebec,Manga,"Comedy, Ecchi",,Seinen,12 min. per ep.,R - 17+ (violence & profanity),2817,https://myanimelist.net/anime/10187/HenSemi_TV
5730,5730,6081,Honoo no Mirage,6.52,7116,TV,13,Finished Airing,"Jan 7, 2002 to Apr 8, 2002",Winter 2002,Unknown,"Aniplex, Shueisha",Media Blasters,Madhouse,Light novel,"Action, Boys Love, Drama, Romance, Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,3983,https://myanimelist.net/anime/1019/Honoo_no_Mirage
5731,5731,6082,Kamen Rider Den-O: Imagin Anime,6.52,448,OVA,10,Finished Airing,"Apr 25, 2008",,,animate Film,"None found, add some","None found, add some",Other,"Action, Adventure, Comedy",Super Power,Kids,5 min. per ep.,G - All Ages,10881,https://myanimelist.net/anime/3923/Kamen_Rider_Den-O__Imagin_Anime
5732,5732,6083,Kamen Rider Den-O: Imagin Anime 2,6.52,319,OVA,12,Finished Airing,"Nov 22, 2008",,,animate Film,"None found, add some","None found, add some",Other,"Action, Adventure, Comedy",Super Power,Kids,4 min. per ep.,G - All Ages,11784,https://myanimelist.net/anime/6297/Kamen_Rider_Den-O__Imagin_Anime_2
5733,5733,6084,Kamiarizuki no Kodomo,6.52,2535,Movie,1,Finished Airing,"Oct 8, 2021",,,"None found, add some","None found, add some",LIDENFILMS,Original,,Demons,,1 hr. 39 min.,G - All Ages,5302,https://myanimelist.net/anime/41877/Kamiarizuki_no_Kodomo
5734,5734,6085,Ketsuekigata-kun!,6.52,4663,TV,12,Finished Airing,"Apr 7, 2013 to Jun 23, 2013",Spring 2013,Sundays at 22:27 (JST),Earth Star Entertainment,"None found, add some","feel., Assez Finaud Fabric",Web manga,,,,2 min. per ep.,PG-13 - Teens 13 or older,5363,https://myanimelist.net/anime/17731/Ketsuekigata-kun
5735,5735,6086,Kochouki: Wakaki Nobunaga,6.52,7084,TV,12,Finished Airing,"Jul 8, 2019 to Sep 23, 2019",Summer 2019,Mondays at 21:30 (JST),"WOWOW, Genco, MediaNet, AT-X, Tokuma Shoten, flying DOG, BS Fuji, 81 Produce, Tokyo MX, Docomo Anime Store, Happinet",Funimation,Studio Deen,Original,"Action, Drama",,,23 min. per ep.,PG-13 - Teens 13 or older,3691,https://myanimelist.net/anime/38920/Kochouki__Wakaki_Nobunaga
5736,5736,6087,Koi to Uso,6.52,162692,TV,12,Finished Airing,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,Tuesdays at 00:00 (JST),"Frontier Works, Pony Canyon, Kodansha, Ultra Super Pictures, Memory-Tech, Amuse, Hakuhodo DY Music & Pictures, Animatic, DeNA, A-Sketch",Sentai Filmworks,LIDENFILMS,Manga,"Drama, Romance",School,,24 min. per ep.,PG-13 - Teens 13 or older,506,https://myanimelist.net/anime/34934/Koi_to_Uso
5737,5737,6088,La Seine no Hoshi,6.52,701,TV,39,Finished Airing,"Apr 4, 1975 to Dec 26, 1975",Spring 1975,Unknown,"None found, add some","None found, add some",Sunrise,Unknown,"Adventure, Drama",Historical,Shoujo,23 min. per ep.,G - All Ages,9285,https://myanimelist.net/anime/3054/La_Seine_no_Hoshi
5738,5738,6089,Mahou Shoujo Site,6.52,76534,TV,12,Finished Airing,"Apr 7, 2018 to Jun 23, 2018",Spring 2018,Saturdays at 01:55 (JST),Sotsu,Sentai Filmworks,production doA,Manga,"Drama, Horror, Supernatural",Psychological,,24 min. per ep.,R - 17+ (violence & profanity),955,https://myanimelist.net/anime/36266/Mahou_Shoujo_Site
5739,5739,6090,"Minami Kamakura Koukou Joshi Jitenshabu: Kita yo, Taiwan!",6.52,1724,Special,1,Finished Airing,"May 15, 2017",,,"Genco, Exit Tunes, Duckbill Entertainment, Shanghai Tiantan Culture & Media, NADA Holdings, My Theater D.D.","None found, add some","J.C.Staff, A.C.G.T.",Manga,,School,Shounen,23 min.,PG-13 - Teens 13 or older,8107,https://myanimelist.net/anime/34734/Minami_Kamakura_Koukou_Joshi_Jitenshabu__Kita_yo_Taiwan
5740,5740,6091,Miyakawa-ke no Kuufuku,6.52,10689,ONA,10,Finished Airing,"Apr 29, 2013 to Jul 1, 2013",,,"None found, add some","None found, add some","Ordet, Encourage Films",Manga,,,,5 min. per ep.,PG-13 - Teens 13 or older,3910,https://myanimelist.net/anime/17637/Miyakawa-ke_no_Kuufuku
5741,5741,6092,Monster Musume no Oishasan,6.52,68027,TV,12,Finished Airing,"Jul 12, 2020 to Sep 27, 2020",Summer 2020,Sundays at 23:00 (JST),"Magic Capsule, Hakuhodo DY Music & Pictures, Bandai Namco Arts","None found, add some",Arvo Animation,Light novel,"Comedy, Fantasy, Romance, Ecchi",,,24 min. per ep.,PG-13 - Teens 13 or older,1160,https://myanimelist.net/anime/40708/Monster_Musume_no_Oishasan
5742,5742,6093,Morita-san wa Mukuchi.,6.52,9768,TV,13,Finished Airing,"Jul 6, 2011 to Sep 28, 2011",Summer 2011,Unknown,"DAX Production, Takeshobo","None found, add some",Seven,4-koma manga,"Comedy, Slice of Life",School,,3 min. per ep.,PG-13 - Teens 13 or older,3907,https://myanimelist.net/anime/10671/Morita-san_wa_Mukuchi
5743,5743,6094,Muumin (1972),6.52,680,TV,52,Finished Airing,"Jan 9, 1972 to Dec 31, 1972",Winter 1972,Sundays at 19:30 (JST),"None found, add some","None found, add some",Mushi Production,Book,"Adventure, Comedy, Fantasy, Slice of Life",,,25 min. per ep.,G - All Ages,9349,https://myanimelist.net/anime/8235/Muumin_1972
5744,5744,6095,Osomatsu-san Short Film Series,6.52,1945,Special,7,Finished Airing,"Jan 29, 2016 to Jul 29, 2016",,,Avex Pictures,"None found, add some",10Gauge,Manga,,Parody,,2 min. per ep.,PG-13 - Teens 13 or older,6736,https://myanimelist.net/anime/32383/Osomatsu-san_Short_Film_Series
5745,5745,6096,Perman (1983),6.52,1646,TV,526,Finished Airing,"Apr 4, 1983 to Jul 2, 1985",Spring 1983,Unknown,"TV Asahi, Asatsu DK","None found, add some",Shin-Ei Animation,Unknown,,,Kids,12 min. per ep.,PG - Children,8541,https://myanimelist.net/anime/11595/Perman_1983
5746,5746,6097,Persona 4 the Golden Animation: Thank you Mr. Accomplice,6.52,4434,Special,1,Finished Airing,"Dec 10, 2014",,,"None found, add some",Aniplex of America,A-1 Pictures,Game,"Adventure, Drama, Mystery, Supernatural",,,16 min.,PG-13 - Teens 13 or older,5129,https://myanimelist.net/anime/26359/Persona_4_the_Golden_Animation__Thank_you_Mr_Accomplice
5747,5747,6098,PetoPeto-san,6.52,1974,TV,13,Finished Airing,"Jul 9, 2005 to Oct 1, 2005",Summer 2005,Unknown,"Xebec, Mellow Head, Genco, Media Factory, Toshiba Entertainment","None found, add some",XEBEC M2,Light novel,"Comedy, Romance",,,25 min. per ep.,PG-13 - Teens 13 or older,6521,https://myanimelist.net/anime/612/PetoPeto-san
5748,5748,6099,Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten,6.52,423,Movie,1,Finished Airing,"Mar 8, 2014",,,TV Tokyo,"None found, add some","Tatsunoko Production, 10Gauge",Game,,Music,Shoujo,48 min.,PG - Children,9635,https://myanimelist.net/anime/21707/Pretty_Rhythm_Movie__All_Star_Selection_-_Prism_Show☆Best_Ten
5749,5749,6100,Puchimas!: Petit iDOLM@STER - Takatsuki Gold Densetsu Special!! Haruka-san Matsuri,6.52,1268,Special,6,Finished Airing,"Mar 27, 2013 to May 29, 2013",,,"None found, add some","None found, add some",Gathering,4-koma manga,"Comedy, Slice of Life",Music,,3 min. per ep.,PG-13 - Teens 13 or older,8312,https://myanimelist.net/anime/18781/Puchimas__Petit_iDOLMSTER_-_Takatsuki_Gold_Densetsu_Special_Haruka-san_Matsuri
5750,5750,6101,Rizelmine,6.52,9313,TV,24,Finished Airing,"Apr 3, 2002 to Dec 22, 2002",Spring 2002,Unknown,m.o.e.,"None found, add some","Madhouse, Imagin",Manga,"Comedy, Romance, Sci-Fi, Ecchi",School,,15 min. per ep.,R+ - Mild Nudity,3833,https://myanimelist.net/anime/197/Rizelmine
5751,5751,6102,RobiHachi,6.52,8473,TV,12,Finished Airing,"Apr 8, 2019 to Jun 24, 2019",Spring 2019,Mondays at 23:30 (JST),"Sotsu, Pony Canyon",Funimation,Studio Comet,Original,"Adventure, Comedy, Sci-Fi",Space,,24 min. per ep.,PG-13 - Teens 13 or older,3370,https://myanimelist.net/anime/38707/RobiHachi
5752,5752,6103,Sengoku Majin Goushougun,6.52,505,TV,26,Finished Airing,"Jul 3, 1981 to Dec 28, 1981",Summer 1981,Unknown,TV Tokyo,"Discotek Media, Saban Entertainment",Production Reed,Original,"Action, Sci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,9045,https://myanimelist.net/anime/2510/Sengoku_Majin_Goushougun
5753,5753,6104,Souryuuden,6.52,697,OVA,12,Finished Airing,"Jun 25, 1991 to Mar 10, 1993",,,"Kitty Films, Kodansha, Fuji TV, Kitty Film Mitaka Studio",Central Park Media,"None found, add some",Novel,"Drama, Mystery, Supernatural",Super Power,,45 min. per ep.,R - 17+ (violence & profanity),8748,https://myanimelist.net/anime/1742/Souryuuden
5754,5754,6105,Sword Art Online Alternative: Gun Gale Online - Refrain,6.52,15100,Special,1,Finished Airing,"May 13, 2018",,,"None found, add some","None found, add some",Studio 3Hz,Light novel,"Action, Fantasy, Sci-Fi",,,23 min.,PG-13 - Teens 13 or older,3128,https://myanimelist.net/anime/37831/Sword_Art_Online_Alternative__Gun_Gale_Online_-_Refrain
5755,5755,6106,Taiho Shichau zo in America,6.52,1695,Special,1,Finished Airing,"Mar 29, 2002",,,"TBS, Kodansha","None found, add some",Studio Deen,Manga,"Action, Comedy",Police,Shounen,23 min.,PG-13 - Teens 13 or older,7540,https://myanimelist.net/anime/2010/Taiho_Shichau_zo_in_America
5756,5756,6107,Tistou Midori no Oyayubi,6.52,120,Movie,1,Finished Airing,"Mar 24, 1990",,,"None found, add some","None found, add some",Production I.G,Original,,Historical,,1 hr. 14 min.,G - All Ages,12242,https://myanimelist.net/anime/5895/Tistou_Midori_no_Oyayubi
5757,5757,6108,Toutotsu ni Egypt Shin,6.52,2058,ONA,10,Finished Airing,"Dec 7, 2020 to Feb 8, 2021",,,"None found, add some","None found, add some",Typhoon Graphics,Other,"Comedy, Fantasy, Slice of Life",,,5 min. per ep.,G - All Ages,7183,https://myanimelist.net/anime/41688/Toutotsu_ni_Egypt_Shin
5758,5758,6109,Wan Guo Zhi,6.52,104,ONA,16,Finished Airing,"Sep 23, 2019 to Jan 20, 2020",,,"None found, add some","None found, add some",LX Animation Studio,Original,"Action, Adventure, Romance",Historical,,21 min. per ep.,R - 17+ (violence & profanity),13035,https://myanimelist.net/anime/40638/Wan_Guo_Zhi
5759,5759,6110,With All Our Hearts,6.52,197,ONA,1,Finished Airing,"Jan 6, 2021",,,"None found, add some","None found, add some","None found, add some",Original,,,,4 min.,G - All Ages,13129,https://myanimelist.net/anime/45643/With_All_Our_Hearts
5760,5760,6111,Xiang Ling Ji,6.52,535,ONA,15,Finished Airing,"Mar 22, 2017 to Aug 16, 2017",,,Tencent Animation & Comics,"None found, add some","Pb Animation Co. Ltd., Studio LAN",Web manga,"Action, Fantasy",Demons,,15 min. per ep.,PG-13 - Teens 13 or older,9599,https://myanimelist.net/anime/36290/Xiang_Ling_Ji
5761,5761,6112,Yatterman,6.52,911,TV,60,Finished Airing,"Jan 14, 2008 to May 11, 2009",Winter 2008,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Unknown,"Adventure, Comedy",Parody,,25 min. per ep.,G - All Ages,7726,https://myanimelist.net/anime/3295/Yatterman
5762,5762,6113,Miru Tights: Cosplay Satsuei Tights,6.51,10565,Special,1,Finished Airing,"Aug 23, 2019",,,"None found, add some","None found, add some",Yokohama Animation Lab,Original,,School,,4 min.,PG-13 - Teens 13 or older,4051,https://myanimelist.net/anime/40176/Miru_Tights__Cosplay_Satsuei_Tights
5763,5763,6114,Nande Koko ni Sensei ga!?,6.51,140803,TV,12,Finished Airing,"Apr 8, 2019 to Jun 24, 2019",Spring 2019,Mondays at 01:05 (JST),"None found, add some",Sentai Filmworks,Tear Studio,Manga,"Comedy, Ecchi",School,Seinen,11 min. per ep.,PG-13 - Teens 13 or older,661,https://myanimelist.net/anime/38397/Nande_Koko_ni_Sensei_ga
5764,5764,6115,Nyani ga Nyandaa Nyandaa Kamen,6.51,420,TV,83,Finished Airing,"Feb 6, 2000 to Sep 30, 2001",Winter 2000,Sundays at 07:00 (JST),"None found, add some","None found, add some",Sunrise,Picture book,,,Kids,25 min. per ep.,PG - Children,11535,https://myanimelist.net/anime/9810/Nyani_ga_Nyandaa_Nyandaa_Kamen
5765,5765,6116,Nyoro-n Churuya-san,6.51,15927,ONA,13,Finished Airing,"Feb 13, 2009 to May 8, 2009",,,Kadokawa Shoten,"Funimation, Bandai Entertainment",Kyoto Animation,4-koma manga,,,,2 min. per ep.,G - All Ages,3477,https://myanimelist.net/anime/5957/Nyoro-n_Churuya-san
5766,5766,6117,Omoi no Kakera,6.51,2614,Special,1,Finished Airing,"Mar 24, 2016",,,NHK,"None found, add some",Gaina,Original,"Slice of Life, Sports",,,24 min.,PG-13 - Teens 13 or older,6770,https://myanimelist.net/anime/32190/Omoi_no_Kakera
5767,5767,6118,Onigamiden,6.51,5193,Movie,1,Finished Airing,"Apr 29, 2011",,,"Sony Music Entertainment, Atelier Musa",Sony Pictures Entertainment,Studio Pierrot,Original,"Action, Supernatural",Demons,,1 hr. 38 min.,PG-13 - Teens 13 or older,4924,https://myanimelist.net/anime/8487/Onigamiden
5768,5768,6119,Passion,6.51,1748,Music,1,Finished Airing,"Dec 14, 2005",,,"None found, add some","None found, add some",Studio 4°C,Unknown,,Music,,4 min.,G - All Ages,8620,https://myanimelist.net/anime/6666/Passion
5769,5769,6120,Phantom The Animation,6.51,5567,OVA,3,Finished Airing,"Feb 27, 2004 to Nov 26, 2004",,,KSS,Media Blasters,Arcs Create,Visual novel,"Action, Drama",,Shounen,30 min. per ep.,R - 17+ (violence & profanity),4854,https://myanimelist.net/anime/438/Phantom_The_Animation
5770,5770,6121,Pingu in the City,6.51,15932,TV,26,Finished Airing,"Oct 7, 2017 to Mar 31, 2018",Fall 2017,Saturdays at 09:20 (JST),"NHK, Polygon Pictures, NHK Enterprises, Mattel Creations","None found, add some",DandeLion Animation Studio,Other,"Comedy, Slice of Life",,Kids,7 min. per ep.,G - All Ages,2889,https://myanimelist.net/anime/36259/Pingu_in_the_City
5771,5771,6122,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,6.51,6042,Special,1,Finished Airing,"Jul 18, 2003",,,Nintendo,"4Kids Entertainment, Nintendo of America",OLM,Game,"Adventure, Comedy, Fantasy",,Kids,20 min.,PG - Children,5016,https://myanimelist.net/anime/6877/Pokemon__Bokutachi_Pichu_Brothers_-_Party_wa_Oosawagi_no_Maki
5772,5772,6123,Precure All Stars Movie: Haru no Carnival♪,6.51,1208,Movie,1,Finished Airing,"Mar 14, 2015",,,"Asahi Broadcasting, Kinoshita Group Holdings","None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy",Music,Shoujo,1 hr. 14 min.,G - All Ages,8598,https://myanimelist.net/anime/28511/Precure_All_Stars_Movie__Haru_no_Carnival♪
5773,5773,6124,Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,6.51,627,Music,1,Finished Airing,"Jan 31, 2015",,,"None found, add some","None found, add some",Toei Animation,Original,,Music,Shoujo,3 min.,G - All Ages,10167,https://myanimelist.net/anime/30103/Precure_All_Stars_Movie__Haru_no_Carnival♪_-_Ima_Koko_kara
5774,5774,6125,Redial,6.51,1829,Music,1,Finished Airing,"Mar 20, 2013",,,"Poncotan, Toy's Factory","None found, add some","None found, add some",Unknown,,Music,,5 min.,G - All Ages,8566,https://myanimelist.net/anime/17913/Redial
5775,5775,6126,Saint October,6.51,816,TV,26,Finished Airing,"Jan 5, 2007 to Jun 29, 2007",Winter 2007,Unknown,"Konami, Yomiko Advertising, Delfi Sound","None found, add some",Studio Comet,Original,"Adventure, Fantasy",,,25 min. per ep.,PG-13 - Teens 13 or older,6746,https://myanimelist.net/anime/1724/Saint_October
5776,5776,6127,Shining Star,6.51,115,TV,52,Finished Airing,"Oct 16, 2017 to Dec 3, 2018",Fall 2017,Unknown,"None found, add some","None found, add some",Maro Studio,Original,,Music,Kids,21 min. per ep.,PG - Children,13092,https://myanimelist.net/anime/39918/Shining_Star
5777,5777,6128,Shounen Hollywood: Holly Stage for 50,6.51,1829,TV,13,Finished Airing,"Jan 10, 2015 to Apr 4, 2015",Winter 2015,Saturdays at 20:30 (JST),"Starchild Records, Studio Mausu",Funimation,Zexcs,Novel,,Music,Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,6607,https://myanimelist.net/anime/27741/Shounen_Hollywood__Holly_Stage_for_50
5778,5778,6129,SKET Dance: SD Character Flash Anime,6.51,895,ONA,16,Finished Airing,"Mar 7, 2011 to Oct 14, 2011",,,"None found, add some","None found, add some",Tatsunoko Production,Unknown,,School,Shounen,1 min. per ep.,PG-13 - Teens 13 or older,8244,https://myanimelist.net/anime/16718/SKET_Dance__SD_Character_Flash_Anime
5779,5779,6130,Slow Step,6.51,814,OVA,5,Finished Airing,"Jun 1, 1991 to Nov 1, 1991",,,"None found, add some","None found, add some","Youmex, Pastel",Manga,"Comedy, Romance, Slice of Life, Sports",School,Shoujo,45 min. per ep.,PG-13 - Teens 13 or older,8736,https://myanimelist.net/anime/2180/Slow_Step
5780,5780,6131,Softenni,6.51,7581,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011",Spring 2011,Unknown,"Geneon Universal Entertainment, Lantis, AT-X, KlockWorx, Studio Mausu",Sentai Filmworks,Xebec,Manga,"Comedy, Sports, Ecchi",School,,24 min. per ep.,R+ - Mild Nudity,3872,https://myanimelist.net/anime/10109/Softenni
5781,5781,6132,Tantei Opera Milky Holmes: Alternative,6.51,2211,Special,2,Finished Airing,"Aug 18, 2012 to Dec 9, 2012",,,"Sotsu, Bushiroad, Chrono Gear Creative","None found, add some","J.C.Staff, Artland",Original,"Comedy, Mystery",Super Power,,24 min. per ep.,PG-13 - Teens 13 or older,6927,https://myanimelist.net/anime/14647/Tantei_Opera_Milky_Holmes__Alternative
5782,5782,6133,Tono to Issho,6.51,1770,OVA,1,Finished Airing,"Mar 25, 2010",,,Frontier Works,"None found, add some",Gathering,4-koma manga,,,Seinen,37 min.,PG-13 - Teens 13 or older,8016,https://myanimelist.net/anime/7591/Tono_to_Issho
5783,5783,6134,Triage X: Recollection XOXO,6.51,8944,OVA,1,Finished Airing,"Nov 2, 2015",,,DAX Production,Sentai Filmworks,Xebec,Manga,"Action, Ecchi",School,Shounen,23 min.,R+ - Mild Nudity,3949,https://myanimelist.net/anime/30250/Triage_X__Recollection_XOXO
5784,5784,6135,Trouble Chocolate,6.51,1631,TV,20,Finished Airing,"Oct 8, 1999 to Mar 24, 2000",Fall 1999,Saturdays at 02:00 (JST),Robot Communications,VIZ Media,AIC,Radio,"Comedy, Romance, Sci-Fi",,Shounen,25 min. per ep.,G - All Ages,7187,https://myanimelist.net/anime/744/Trouble_Chocolate
5785,5785,6136,Turn A Gundam I Movie: Earth Light,6.51,1281,Movie,1,Finished Airing,"Feb 9, 2002",,,"Sotsu, Atelier Musa","None found, add some",Sunrise,Unknown,"Action, Drama, Sci-Fi",,,2 hr. 8 min.,PG-13 - Teens 13 or older,7551,https://myanimelist.net/anime/3963/Turn_A_Gundam_I_Movie__Earth_Light
5786,5786,6137,Uchuu Kazoku Carlvinson,6.51,943,OVA,1,Finished Airing,"Dec 21, 1988",,,"None found, add some","None found, add some",Doga Kobo,Manga,"Comedy, Fantasy, Sci-Fi",,,45 min.,PG-13 - Teens 13 or older,9114,https://myanimelist.net/anime/4533/Uchuu_Kazoku_Carlvinson
5787,5787,6138,White Album,6.51,32005,TV,13,Finished Airing,"Jan 4, 2009 to Mar 29, 2009",Winter 2009,Sundays at 02:00 (JST),"None found, add some","None found, add some",Seven Arcs,Visual novel,"Drama, Romance",,,25 min. per ep.,PG-13 - Teens 13 or older,1566,https://myanimelist.net/anime/4720/White_Album
5788,5788,6139,Wo de Tian Jie Nu You,6.51,7116,ONA,15,Finished Airing,"Sep 20, 2017 to Jan 4, 2018",,,"Tencent Animation & Comics, KJJ Animation","None found, add some","None found, add some",Web manga,"Adventure, Fantasy, Romance, Supernatural",Super Power,,13 min. per ep.,PG-13 - Teens 13 or older,3481,https://myanimelist.net/anime/36455/Wo_de_Tian_Jie_Nu_You
5789,5789,6140,Wonder Beat Scramble,6.51,237,TV,26,Finished Airing,"Apr 16, 1986 to Nov 19, 1986",Spring 1986,Unknown,TBS,"None found, add some",Mushi Production,Unknown,"Action, Sci-Fi",Space,,22 min. per ep.,PG-13 - Teens 13 or older,11442,https://myanimelist.net/anime/4083/Wonder_Beat_Scramble
5790,5790,6141,Yoru no Yatterman,6.51,11253,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,Sundays at 22:00 (JST),"Yomiuri Telecasting, Starchild Records, Lantis, Half H.P Studio",Funimation,Tatsunoko Production,Original,"Action, Adventure, Comedy, Drama",,,24 min. per ep.,PG-13 - Teens 13 or older,3367,https://myanimelist.net/anime/28155/Yoru_no_Yatterman
5791,5791,6142,Youkai Watch,6.51,7082,TV,214,Finished Airing,"Jan 8, 2014 to Mar 30, 2018",Winter 2014,Fridays at 18:30 (JST),"TV Tokyo, Dentsu",Dentsu Entertainment USA,OLM,Game,"Comedy, Supernatural",Demons,Kids,23 min. per ep.,G - All Ages,3661,https://myanimelist.net/anime/19157/Youkai_Watch
5792,5792,6143,Youkai Watch Movie 5: Forever Friends,6.51,337,Movie,1,Finished Airing,"Dec 14, 2018",,,Toho,"None found, add some",OLM,Game,"Comedy, Supernatural",Demons,Kids,1 hr. 40 min.,PG - Children,10588,https://myanimelist.net/anime/37969/Youkai_Watch_Movie_5__Forever_Friends
5793,5793,6144,Yuuki Yuuna wa Yuushabu Shozoku 2,6.51,1093,Movie,1,Finished Airing,"Apr 15, 2017",,,"None found, add some","None found, add some",W-Toon Studio,Manga,"Comedy, Fantasy, Slice of Life",,,7 min.,PG-13 - Teens 13 or older,8254,https://myanimelist.net/anime/35472/Yuuki_Yuuna_wa_Yuushabu_Shozoku_2
